Tweeter ,retweet count,liked count,language,Emotion,polarity,Postive/Neg,Sensitive ,text,,
@WeenieLinguini,2,0,und,unknown,positive,133,FALSE,RT @atheist_punk1: https://t.co/wsSCKlP1Zi  #FlatEarth wtf,,
@vel_jaya,52,0,en,unknown,positive,134,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@Tattorack,1,0,en,unknown,positive,135,FALSE,RT @carn13f0x: Seen this just now in @StellarisGame  gave me quiet the chuckle#flatearthsociety #stellaris https://t.co/CjEXuqZzfG,,
@ArseniKarp,1,0,en,unknown,negative,134,FALSE,RT @mattishellafat: Bruh if the Earth isnt flat then why are our feet straight. I mean in all these years we would have evolved curved fee�,,
@mattishellafat,1,1,en,joy,negative,133,FALSE,Bruh if the Earth isnt flat then why are our feet straight. I mean in all these years we would have evolved curved feet to get a better grip on the Earth like it makes hella sense.#FlatEarth #flatearthsociety #austrliaisfake,,
@MarkusVolkmann,1,0,en,unknown,positive,134,FALSE,RT @carn13f0x: Seen this just now in @StellarisGame  gave me quiet the chuckle#flatearthsociety #stellaris https://t.co/CjEXuqZzfG,,
@ExplicitOpinion,52,0,en,unknown,positive,135,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@addy191919,52,0,en,unknown,positive,136,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@neeta_pankaj,52,0,en,unknown,positive,137,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@sir_jenishpatel,52,0,en,unknown,positive,138,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@thara_gopalan,52,0,en,unknown,positive,139,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@SaffronKashmir,52,0,en,unknown,positive,140,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@shreyas1121,7,0,en,unknown,negative,139,FALSE,RT @HalalaPro: Bismillah Arrahman ArrahimOur Pakistan is set to send an astronaut into space to disprove the fiction of a spherical earth�,,
@WeenieLinguini,7,0,en,unknown,negative,138,FALSE,RT @HalalaPro: Bismillah Arrahman ArrahimOur Pakistan is set to send an astronaut into space to disprove the fiction of a spherical earth�,,
@ssharma27273,52,0,en,unknown,positive,139,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@SaeNayn1,52,0,en,unknown,positive,140,FALSE,RT @SeCoolar_Right: @ndtv LoL ...using what ? This ? ?LoL ? #MagicCarpets #flatearthsociety https://t.co/7gpj7Q06y9,,
@BotSiduri,3,0,und,unknown,positive,141,FALSE,RT @DSL1912: #FlatEarth #flatearther #TruthNeverDies #WaterIsLife  #JokesOnYou ? #RealityCheck #earthisflat https://t.co/aeSQslj3Wx ht�,,
@brandonworrell1,0,0,en,unknown,neutral,141,FALSE,@SteveMcRae_ I wanna debate a flatearther not on just me and him one on one could you set that up on Google Hangouts?,,
@MaxisicalG,3,0,und,unknown,positive,142,FALSE,RT @DSL1912: #FlatEarth #flatearther #TruthNeverDies #WaterIsLife  #JokesOnYou ? #RealityCheck #earthisflat https://t.co/aeSQslj3Wx ht�,,
@FriePresseDK,3,0,und,unknown,positive,143,FALSE,RT @DSL1912: #FlatEarth #flatearther #TruthNeverDies #WaterIsLife  #JokesOnYou ? #RealityCheck #earthisflat https://t.co/aeSQslj3Wx ht�,,
@DSL1912,3,5,und,unknown,positive,144,FALSE,#FlatEarth #flatearther #TruthNeverDies #WaterIsLife  #JokesOnYou ? #RealityCheck #earthisflat https://t.co/aeSQslj3Wx https://t.co/I3MdUzPEVt,,
@slsmicha,1,0,de,unknown,positive,145,FALSE,RT @lockereschraube: Ja ne is klar. ????? #Typisch #FlatEarther-Steph- https://t.co/YiZd9VZqhH,,
@lockereschraube,1,9,de,unknown,positive,146,FALSE,Ja ne is klar. ????? #Typisch #FlatEarther-Steph- https://t.co/YiZd9VZqhH,,
@hari3h,0,0,en,unknown,positive,147,FALSE,@Stoned_Noob @EarnKnowledge @TheScaryNature Im a flatearther ?,,
@Joep045,0,1,en,unknown,positive,148,FALSE,@lepublicenemee He was a flatearther as well...??,,
@ABakedPotat0,0,1,en,unknown,positive,149,FALSE,@SPUNJ You tell 'em! #FlatEarth #flatearther,,
@Joep045,0,0,nl,sadness,negative,148,FALSE,@arieblaau @QDutchpatriots @Francolinie @MiekeHoogvliet @RevolutieNL Lol die Zie ik dagelijks hier een paar keer over vliegen zit vlakbij hun basis in Geilenkirchen...?? En satellieten zijn allemaal fake. Alles landbased communicatie. Waarom staan anders ,,
@JovanWilando,0,0,en,unknown,positive,149,FALSE,@kontol_kabeh Flatearther nih ?,,
@meanjanet,0,0,en,sadness,positive,150,FALSE,@Mojo_Rising_71 @realDonaldTrump I�m voting Blue! Thanks for the reminder FlatEarther!,,
@meanjanet,0,0,en,unknown,negative,149,FALSE,@JasminHateWorld @realDonaldTrump You�re lame FlatEarther!,,
@SpectremanKnows,1,0,en,surprise,neutral,149,FALSE,RT @true_flatearth: Video from my flight last night. I wonder what airlines don�t want us to notice in the sky #Flatearth #flatearther #che�,,
@BinnertdeB,1,0,nl,unknown,positive,150,FALSE,"RT @bertvuijsje: En een flat-earther natuurlijk. Die gaat het volgens mij moeiteloos winnen. Zie het onvolprezen boek ""Fads & Fallacies in�",,
@bertvuijsje,1,0,nl,unknown,positive,151,FALSE,"En een flat-earther natuurlijk. Die gaat het volgens mij moeiteloos winnen. Zie het onvolprezen boek ""Fads & Fallacies in the Name of Science"" van Martin Gardner. https://t.co/JIe85YGPuS",,
@voluptuouswhat,0,0,en,unknown,positive,152,FALSE,Can a flat earther just take a picture of the edge of the earth to prove wrong already,,
@JAEHYUNNlE,6,0,en,unknown,positive,153,FALSE,RT @LEOFCRACK: I am notA Flat EartherButI amAFlat Asser- TYOFTRACK https://t.co/qKiYPzlEbR,,
@mufcdk,0,1,da,unknown,negative,152,FALSE,@CFaurholt @RasmusBendrup Du er som en flat earther.,,
@SVAM_Campaign,0,0,en,sadness,negative,151,FALSE,@CletusAwreeetus @BillNyeActorGuy not a flat earther here but your argument is poor. the suggestion that 500 highly paid people cannot keep a secret is demonstrably falsifiable due to the fact this is the case with big business in many industries. Not to ,,
@DeplorableMik16,0,0,en,joy,neutral,151,FALSE,@Marfoogle Loved the show. except the Flat Earther guy. I think some people kind of take things to the darkest place and throw the bible in there to back up their claims. I've been researching ufo's for 27 yrs. I know about the Global Cabal.. ttyl https:/,,
@LogicalReterg,0,0,en,anger,negative,150,FALSE,@PaperForSale @SimonGr41594862 @mistymoonlite88 @josepha31935267 @Tanya10636025 @MGoedblick @CharlieCanFly @FlyingShadowz @AiNaTow @JusticeForPulse @Oswald1160 @BamaDan78 @RichardM8422 @SpectremanKnows @JustWakeUp8 @rokro111 @Macker202 @LordMolnar @thiz07,,
@dottoroki,6,0,en,unknown,positive,151,FALSE,RT @LEOFCRACK: I am notA Flat EartherButI amAFlat Asser- TYOFTRACK https://t.co/qKiYPzlEbR,,
@earthisaglobe,0,0,en,anger,positive,152,FALSE,@sdfifty2 @PaperForSale @AiNaTow @YouTube Ok good i thought you were a flat earther. You don�t have to be able to explain proof to a 5yo to make it true do you?I understand you�re also not sure earth is a globe? Is that correct? What do you see that w,,
@DOOFCRACK,6,0,en,unknown,positive,153,FALSE,RT @LEOFCRACK: I am notA Flat EartherButI amAFlat Asser- TYOFTRACK https://t.co/qKiYPzlEbR,,
@JNOFCRACK,6,0,en,unknown,positive,154,FALSE,RT @LEOFCRACK: I am notA Flat EartherButI amAFlat Asser- TYOFTRACK https://t.co/qKiYPzlEbR,,
@GumpsDumps,0,0,en,unknown,positive,155,FALSE,@radroach22 I have a coworker that�s a flat earther she also said �the sun isn�t 90 million miles away�,,
@TYOFTRACK,6,0,en,unknown,positive,156,FALSE,RT @LEOFCRACK: I am notA Flat EartherButI amAFlat Asser- TYOFTRACK https://t.co/qKiYPzlEbR,,
@no58hyuck,6,0,en,unknown,positive,157,FALSE,RT @LEOFCRACK: I am notA Flat EartherButI amAFlat Asser- TYOFTRACK https://t.co/qKiYPzlEbR,,
@ejwwest,0,6,en,joy,neutral,157,FALSE,@SkyNewsAust @rowandean 100% of physical scientists agree that increasing a proven heat retaining agent by nearly 50% in 150 years must warm the planet. This is an inevitable result of the laws of physics. Are you denying the climate obeys the laws of phy,,
@melodynlocks,0,0,en,joy,positive,158,FALSE,@zananeichan When did I say the planet was flat? Get real. I know what I saw and where I was and who else was there. I have no care about what you think of my experiences. It just shows me you haven�t experienced my experiences. Your opinion is based of,,
@zananeichan,0,0,en,unknown,positive,159,FALSE,But there is no dome  and the planet is not flat neither are Earths neighbours.. ant extraterrestrials reside on exo planets  making your experience more of a dream/fantasy than an actual thing that happened https://t.co/Tn9N0O9y7U,,
@zananeichan,0,0,en,unknown,positive,160,FALSE,@melodynlocks But there is no dome  and the planet is not flat neither are Earths neighbours.. ant extraterrestrials reside on exo planets  making your experience more of a dream/fantasy than an actual thing that happened,,
@tstottler,2,0,en,unknown,positive,161,FALSE,RT @GoneGirl187: @Randy20560 @RachelMcGonagi1 @SenFeinstein People's lives are better? Wages are flat. People have to work 2-3 jobs. Cost o�,,
@GoneGirl187,2,4,en,unknown,positive,162,FALSE,@Randy20560 @RachelMcGonagi1 @SenFeinstein People's lives are better? Wages are flat. People have to work 2-3 jobs. Cost of living is higher. Jobs are still leaving. Companies are still closing. Cost of healthcare is sky rocketing. Deregulation is polluti,,
@gothtaegi,0,2,en,joy,positive,163,FALSE,i know men are trash just like i know the planet is flat,,
@wernerpatels,0,0,en,unknown,negative,162,FALSE,People who believe that climate change is man-made are as dumb and idiotic as those who believe that our planet is flat #cdnpoli,,
@TreyLebrecque,0,3,en,joy,negative,161,FALSE,@kerrijacobi @akibbe99 @hmcd123 @JeremyRobards7 @GABrecken @PrimeCreator2 @arthur1125351 @sisu1953 @GloryCecere @FlaRhps @2newearth777 @staggerlee422 @saibraSaibra @Cindea6 @EKOnFAM @glammalg11 @denise39deer @mona_cajun @PCreator714 @MAGAforc @nl10874926 ,,
@ThomasS37982821,0,2,en,unknown,positive,162,FALSE,@JusticeForPulse @CharlieCanFly @SethJMoore @SpectremanKnows @RichardM8422 @Oswald1160 @JustWakeUp8 @SimonGr41594862 @rokro111 @Tanya10636025 @Macker202 @LordMolnar @FlyingShadowz @thiz0710 @flatearthboy @theborgcollect2 @Theflateartherz @josepha31935267 ,,
@enigmaticlyodd,0,0,en,unknown,neutral,162,FALSE,Knowledge is power but knowing is half the Battle.Specifically knowing @SUBWAY's new artisan flat bread is the worst thing on the planet but knowledge nonetheless.,,
@TotalBossHouse,0,2,en,unknown,positive,163,FALSE,@FlatEarthOrg Also why is only Earth flat? What about EVERY SINGLE PLANET IN THE OBSERVABLE UNIVERSE.,,
@Tyler56186813,0,0,en,disgust,negative,162,FALSE,@FlatEarthOrg @Itazura_x @FlatEarthProofs if the earth is flat would the water in our planet fall off and turn into steam do to intense heat condensate to water if super cold then freeze then go into more radiation heat and reapte what would happen for a ,,
@dayvid2324,0,0,en,unknown,positive,163,FALSE,@limitedview @Witness_4God @RsRckt @T__E__S__L__A The argument as I see it is one of evidence. There is no evidence for a flat Earth and boatloads for a spherical moving planet. Similar there is evidence that the bible was written by bronze age thugs who ,,
@RichardM8422,1,1,en,unknown,positive,164,FALSE,@JusticeForPulse @CharlieCanFly @SpectremanKnows @Oswald1160 @JustWakeUp8 @SimonGr41594862 @rokro111 @Tanya10636025 @Macker202 @LordMolnar @FlyingShadowz @thiz0710 @flatearthboy @theborgcollect2 @Theflateartherz @josepha31935267 @LogicalReterg @phiroc @Re,,
@LappinGraham,0,0,en,unknown,positive,165,FALSE,@Rainmaker1973 @pash22 Of corse the earth is flat. If it was a globe it would keep rolling off the turtle�s back. Der - obviously.,,
@makalanidam,0,0,en,anger,neutral,165,FALSE,The flat earth is a much more secure place to live. There is no fear of some insane space-alien invasion or neutron star colliding into us. Our God is not busy somewhere in vast cosmos. The most high is sitting watching from right above. Globe=godlessdespair fe=fullofgodslove.,,
@slayckx,7,0,en,unknown,positive,166,FALSE,RT @slayckx: #GlobeHeads #Sheeple Earth is Flat and Stationary #FlatEarth #ResearchFlatEarth https://t.co/Ed6YWXkCLS,,
@SamyaSharif,1,0,en,unknown,positive,167,FALSE,RT @dumas1000: There are people who think the earth is flat. Both are equal examples that the world is full of crazies. https://t.co/lPkNSa�,,
@pleasedonotbend,0,0,en,joy,positive,168,FALSE,There has to be a religion where the Earth is a Rubbick cube and we are being messed around because God or Goddess is just a very bad player Dear #SineadOConnor your world is now flat mind the edge be happy and please keep cuddling your dog ??,,
@IshtarOstaria,0,0,en,unknown,positive,169,FALSE,@jsb16 @SocialHistoryOx @ProfGSheffield Fair play.And Posidonius. To be fair we could fill quite a bit of the Twittersphere with Those Who Lived Before Now who Didn't Think the Earth was Flat.Whether they'd outnumber modern Americans who think it is flat ,,
@Insentra2,0,0,en,joy,neutral,169,FALSE,@Cookie_Master10 @FlatEarthOrg But brother flat earth is the new earthFacts say that the earth is just I giant ass cookie floating in spaceI can't take myself seriously lmfao,,
@MarrshalStax,389,0,en,unknown,negative,168,FALSE,"RT @HolocaustMuseum: ""Holocaust denial is not about history""Lipstadt says. ""Deniers are not the equivalents of flat-earth theorists. They�",,
@BarelyKarl,7,0,en,unknown,positive,169,FALSE,RT @Bearwithmeblog: #ItsFrighteningWhen people think the Earth is flat,,
@keebs27,0,0,en,unknown,positive,170,FALSE,@rooneyjm @Tyson_Fury @hughiefury @24 Why is the Earth Flat ?,,
@WeenieLinguini,1,0,en,unknown,positive,171,FALSE,RT @LolSpinningLol: https://t.co/HvI8fubSwRFlat Earth - Globe Earth Is A Fantasy Cartoon#FlatEarth,,
@robertmneave,0,1,en,unknown,positive,172,FALSE,The earth is flat because water is flat.,,
@dumas1000,1,3,en,unknown,positive,173,FALSE,There are people who think the earth is flat. Both are equal examples that the world is full of crazies. https://t.co/lPkNSaYGdb,,
@shaan9100,0,0,en,unknown,neutral,173,FALSE,@Shehla_Rashid @MagdaDavitt77 @SineadOconnorHQ She was a believer in christianity where the book said the sun revolves around the earth now she will read the earth is flat.Don't know why you are celebrating her downfall.?????,,
@farfromhalal,0,0,en,joy,neutral,173,FALSE,@vaginacunts she was like �you can be as bizarre and controversial as you want someone chose to discuss why the earth is flat�,,
@LappinGraham,0,0,en,unknown,positive,174,FALSE,@Rainmaker1973 @pash22 Of corse the earth is flat. If it was a globe it would keep rolling off the turtle�s back. Der - obviously.,,
@MichaelBreen249,3,0,en,unknown,neutral,174,FALSE,RT @SciManDan: The SciManDan channel will be 1 year old on the 5th December. Conspiracy Catz and I will be hosting a live 2018 Flat Earth A�,,
@BotSiduri,1,0,en,unknown,positive,175,FALSE,RT @IronRealmMedia: You will #FindMore #FlatEarth when you actually look. #TESTITPolling the flat earth redux https://t.co/QZYrefTq2d,,
@davey7163,0,0,en,unknown,negative,174,FALSE,@PapaBear1713 @TheClaudeTaylor @fmiller26 @realDonaldTrump How soon they forget 9/11 .... oh but there�s a coverup involving 9/11 the Bush administration conspiracy theory etc ... flat earth fake moon landings Russian conspiracy it goes on. #climatard #,,
@makalanidam,0,0,en,anger,neutral,174,FALSE,The flat earth is a much more secure place to live. There is no fear of some insane space-alien invasion or neutron star colliding into us. Our God is not busy somewhere in vast cosmos. The most high is sitting watching from right above. Globe=godlessdespair fe=fullofgodslove.,,
@slayckx,7,0,en,unknown,positive,175,FALSE,RT @slayckx: #GlobeHeads #Sheeple Earth is Flat and Stationary #FlatEarth #ResearchFlatEarth https://t.co/Ed6YWXkCLS,,
@SamyaSharif,1,0,en,unknown,positive,176,FALSE,RT @dumas1000: There are people who think the earth is flat. Both are equal examples that the world is full of crazies. https://t.co/lPkNSa�,,
@RufatVoyt,0,1,en,unknown,negative,175,FALSE,@tim_cook Your idea maybe Flat Earth ! congratulations ! Flat Earth secret NASA ! https://t.co/sVDPaw9nWB,,
@dollarmenu420,0,0,en,unknown,positive,176,FALSE,the earth isn�t flat or a sphere it�s a scutoid https://t.co/Y4g16tgd3F,,
@IronRealmMedia,1,0,en,unknown,positive,177,FALSE,You will #FindMore #FlatEarth when you actually look. #TESTITPolling the flat earth redux https://t.co/QZYrefTq2d,,
@StanBangtan007,0,2,en,unknown,negative,176,FALSE,@xiuyeoIlie @SM0LHIT You don't need to believe when it's a fact. Earth doesn't become flat when some hobos don't believe it's round.,,
@pleasedonotbend,0,0,en,joy,positive,177,FALSE,There has to be a religion where the Earth is a Rubbick cube and we are being messed around because God or Goddess is just a very bad player Dear #SineadOConnor your world is now flat mind the edge be happy and please keep cuddling your dog ??,,
@Lucid545,0,0,en,unknown,positive,178,FALSE,Flat earth,,
@MAD_POP_MIX,2,0,en,unknown,positive,179,FALSE,RT @MAD_POP_MIX: FLAT EARTH Vs GLOBE https://t.co/F7aUDsG3lP via @YouTube,,
@davino1959,0,0,en,unknown,positive,180,FALSE,Flat Earth Worldwide mudflow Pt 10 Atlanta  London  Dublin& China https://t.co/mFBwccxktJ,,
@BotSiduri,3,0,und,unknown,positive,181,FALSE,RT @DSL1912: #FlatEarth #flatearther #TruthNeverDies #WaterIsLife  #JokesOnYou ? #RealityCheck #earthisflat https://t.co/aeSQslj3Wx ht�,,
@BotSiduri,1,0,und,unknown,positive,182,FALSE,RT @LolSpinningLol: https://t.co/Ah1PhMft94#FlatEarth,,
@BotSiduri,1,0,und,unknown,positive,183,FALSE,RT @LolSpinningLol: https://t.co/qhDDJTwHWj#FlatEarth,,
@BotSiduri,1,0,en,unknown,positive,184,FALSE,RT @IronRealmMedia: You will #FindMore #FlatEarth when you actually look. #TESTITPolling the flat earth redux https://t.co/QZYrefTq2d,,
@BotSiduri,1,0,en,anger,positive,185,FALSE,RT @Adaminat_Ree: Are you a potentially #FlatEarth? Are you displeased with people using the feminine rather than the #GenderNeutralPron�,,
@BotSiduri,3,0,en,surprise,positive,186,FALSE,RT @PersonAwake: I wonder. Is the technology we've been given under a controlled-release?  #FlatEarth is becoming more apparent. https://t.�,,
@Adaminat_Ree,1,0,en,anger,positive,187,FALSE,"Are you a potentially #FlatEarth? Are you displeased with people using the feminine rather than the #GenderNeutralPronoun when identifying you? Would #environmentalism make more sense if the planet were ""EM""-class rather than ""F""-class? #MAGNAEM #GreatWithoutGender https://t.co/lsyGlf79ts",,
@slayckx,7,0,en,unknown,positive,188,FALSE,RT @slayckx: #GlobeHeads #Sheeple Earth is Flat and Stationary #FlatEarth #ResearchFlatEarth https://t.co/Ed6YWXkCLS,,
@BotSiduri,1,0,en,unknown,positive,189,FALSE,RT @HujumesipeT: #NASA have deceived us, we live on a #FlatEarth! #Bible #Jesus #Siduri https://t.co/EqJsMjzh8W Sunday October 28 2018:7:,
@IronRealmMedia,1,0,en,unknown,positive,190,FALSE,You will #FindMore #FlatEarth when you actually look. #TESTITPolling the flat earth redux https://t.co/QZYrefTq2d,,
@elseeeeeeee,17,0,en,unknown,negative,189,FALSE,RT @WeAreWakinUp: I had to ask myself while watching the Behind-the-Scenes of #FirstMan is this how #NASA Fake #Space in a Studio? Of cours�,,
@LolSpinningLol,0,0,und,unknown,positive,190,FALSE,@ChelseaFC https://t.co/f2ltxR5NlK#FlatEarth,,
@DwayneGish,0,0,en,unknown,negative,189,FALSE,Flat Earth Society Releases Flat Earth Beach Ball https://t.co/bloKkzXg8M #flatearth #fundamentalism #irrationalstupidity #pooltoys #stupiddipshits https://t.co/NOBpGAvaNz,,
@LolSpinningLol,1,0,und,unknown,positive,190,FALSE,https://t.co/qhDDJTwHWj#FlatEarth,,
@molzyoliver,53,0,en,joy,positive,191,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@molzyoliver,53,0,en,joy,positive,192,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@saffronspirit,15,0,en,unknown,negative,191,FALSE,RT @HalalaPro: Bismillah Arrahman ArrahimOur Pakistan is set to send an astronaut into space to disprove the fiction of a spherical earth�,,
@CooksonTaylor1,53,0,en,joy,positive,192,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@scottybear13,0,0,en,unknown,positive,193,FALSE,@rick66781141 @WIRED @RyanMaue @flightradar24 so you're saying is the earth is bacislly round. :) no believes that #FlatEarthSociety shit,,
@Real_Namrata007,15,0,en,unknown,negative,192,FALSE,RT @HalalaPro: Bismillah Arrahman ArrahimOur Pakistan is set to send an astronaut into space to disprove the fiction of a spherical earth�,,
@ameliaa_larkin,53,0,en,joy,positive,193,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@jisoofirstluv,53,0,en,joy,positive,194,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@WazerEgo,53,0,en,joy,positive,195,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@divinochildren,53,0,en,joy,positive,196,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@Bosn20799551,3,0,es,unknown,positive,197,FALSE,RT @valevitu: Lo que la NASA no quiere que veamos ?@QuantumFracture? ?@JaSantaolalla? #FlatEarthSociety https://t.co/xWL78KYZPa,,
@yagoyagoyago,53,0,en,joy,positive,198,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@Twitorello,1,0,en,unknown,positive,199,FALSE,RT @bybpod: Is Australia real?  #flatearthsociety says no and we discuss it on Episosde 114 of the #podcast.  Also what's up with @Outback?�,,
@InfinitePlane33,53,0,en,joy,positive,200,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@FrankieMorton_,53,0,en,joy,positive,201,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@MellamanLemon,53,0,en,joy,positive,202,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/RNViQrfF6H#FlatEarth ?? #FlatEarthSociety https://t.co/S7BXrxg7lr,,
@TheHugoEffect,0,0,en,fear,neutral,202,FALSE,Anyone ever seen a good looking FlatEarther? They all ugly asf!,,
@KuntosWeasel,0,0,en,surprise,negative,201,FALSE,@TheSteelShep This almost rivals flatearther levels of stupid. :),,
@piskooooo,1,0,en,joy,positive,202,FALSE,RT @OOFMATIC: So it's OK to identify as a #Furry fox in the FGCNOT OK to identify as a #FlatEarther or TrumpFanGot it.,,
@1xide,0,0,en,joy,negative,201,FALSE,@ChronoReyer He's been. . . really weird for as long as I've known about him so probably like SC4 days? I think the redpill maga flatearther shtick is a couple of years deep at this point,,
@Royal_Time,0,1,ko,unknown,positive,202,FALSE,Flatearther? ? https://t.co/LUq03XiGys,,
@Ominous_B,0,0,en,unknown,positive,203,FALSE,Apes? Men? Something in between. Me & JJ for the Halloween Costume Party 2018. I'm Donkey Kong and J is a Flat Earther! #donkeykong #DK #flatearther #flatearthers #earthisflat #caveman� https://t.co/ZKE87VR1CD,,
@TronNeutrino,0,0,en,unknown,neutral,203,FALSE,In the actual #Rapture #Jesus comes back and saves the #flatearther s then commits suicide with his followers ala Jim Jones style!,,
@Royal_Time,0,0,ko,unknown,positive,204,FALSE,??? ?? ??. ?? ? ??? ???? ?? Flatearther? ?? ???? ???? ???? ???. https://t.co/S1zLE4EeVr,,
@http_hentai,2,0,en,unknown,positive,205,FALSE,RT @dumpyhag: thinking about becoming a flatearther for the attention,,
@dumpyhag,2,24,en,unknown,positive,206,FALSE,thinking about becoming a flatearther for the attention,,
@Regular_Deek,0,0,en,unknown,positive,207,FALSE,FlatEarther https://t.co/Ul9tf16HW5,,
@screaminggeek,0,5,en,unknown,neutral,207,FALSE,My #Lyft driver today was a 76-year old Biblical literalist and #flatearther who is moving to the #Philippines next week with only the shirt on his back to marry a young woman that he's never met. Really.,,
@demonbiker12,0,0,en,anger,negative,206,FALSE,@31ltolox @KTHopkins she needs to provoke more as it�s how she makes money. she�ll be a flatearther by year end,,
@TryLittleHarder,0,0,en,unknown,positive,207,FALSE,@NovasBum @mochagirl73 @MJistheGOAT23 @DeanTakkerK @motorcitykevin flatearther.. LMAO!!  troll.  block.,,
@JessicaMeigs,0,0,en,unknown,positive,208,FALSE,I�m curious re: flat earther theory. If the earth is flat that implies it has an edge. Where exactly is this edge located in relation to currently existing countries? ?,,
@PoppyOxymoron,0,0,en,unknown,positive,209,FALSE,Phil is a in the closet flat earther,,
@WeeabooNinja,0,1,en,unknown,negative,208,FALSE,OF COURSE a Flat Earther would play Soul Calibur. It's a game where people can call off the edge.Although the falling part would be tricky to explain since those idiots don't think gravity exists.,,
@brandonwild1889,0,1,en,unknown,positive,209,FALSE,id rather be a flat earther than some cunt who believes there are more than 2 genders,,
@4PR_Faith,0,0,en,unknown,negative,208,FALSE,Im not either a globalist or flat earther there are strong points for global earth as there are for flat earth but the point here is that if a racional human being where to question and mock a transgender for their delusion or mental sickness calling them names how would these,,
@RobBrown2nd,0,3,en,unknown,positive,209,FALSE,@ninjasexparty But I'm a flat earther...,,
@AnttonMonster,0,2,en,unknown,positive,210,FALSE,@OOFMATIC @SonicFox5000 What the actual fuck? I hope SonicFox ring outs this flat earther from our planet lmao,,
@ricksteeezy,0,34,en,unknown,positive,211,FALSE,a soul calibur main being a flat earther might be the most logical thing ever,,
@CurdVonnegut,0,1,en,unknown,neutral,211,FALSE,Based on his avatar at least we know Kanye isn't a flat-earther,,
@LMNY_Archangel,0,0,en,joy,neutral,211,FALSE,@MFKAOZ I don�t get how anyone can be a flat earther lol it�s been debunked since like the 1900s,,
@DragonLordZ_FGC,0,0,en,surprise,positive,212,FALSE,@VAxeMan https://t.co/WFxwzflOgdthis drama just getting out of hand really the flat earther who said he wants to beat sonicfox for humanity and because he's a glober lmao,,
@SolaireHazard,71,0,en,joy,positive,213,FALSE,RT @armormodechang: as much as I like the idea of SonicFox blowing out a flat-earther fascist supporter in Soulcalibur I can't help but thi�,,
@GrimoireGamer66,71,0,en,joy,positive,214,FALSE,RT @armormodechang: as much as I like the idea of SonicFox blowing out a flat-earther fascist supporter in Soulcalibur I can't help but thi�,,
@MFKAOZ,1,1,en,joy,positive,215,FALSE,I hope that flat earther dude�s kid grows up to be an astronaut honestly,,
